@relation '1year-weka.filters.unsupervised.instance.SubsetByExpression-Enot ismissing(ATT20)'

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr5 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr8 numeric
@attribute Attr9 numeric
@attribute Attr10 numeric
@attribute Attr11 numeric
@attribute Attr12 numeric
@attribute Attr13 numeric
@attribute Attr14 numeric
@attribute Attr15 numeric
@attribute Attr16 numeric
@attribute Attr17 numeric
@attribute Attr18 numeric
@attribute Attr19 numeric
@attribute Attr20 numeric
@attribute Attr21 numeric
@attribute Attr22 numeric
@attribute Attr23 numeric
@attribute Attr24 numeric
@attribute Attr25 numeric
@attribute Attr26 numeric
@attribute Attr27 numeric
@attribute Attr28 numeric
@attribute Attr29 numeric
@attribute Attr30 numeric
@attribute Attr31 numeric
@attribute Attr32 numeric
@attribute Attr33 numeric
@attribute Attr34 numeric
@attribute Attr35 numeric
@attribute Attr36 numeric
@attribute Attr37 numeric
@attribute Attr38 numeric
@attribute Attr39 numeric
@attribute Attr40 numeric
@attribute Attr41 numeric
@attribute Attr42 numeric
@attribute Attr43 numeric
@attribute Attr44 numeric
@attribute Attr45 numeric
@attribute Attr46 numeric
@attribute Attr47 numeric
@attribute Attr48 numeric
@attribute Attr49 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr52 numeric
@attribute Attr53 numeric
@attribute Attr54 numeric
@attribute Attr55 numeric
@attribute Attr56 numeric
@attribute Attr57 numeric
@attribute Attr58 numeric
@attribute Attr59 numeric
@attribute Attr60 numeric
@attribute Attr61 numeric
@attribute Attr62 numeric
@attribute Attr63 numeric
@attribute Attr64 numeric
@attribute class {0,1}

@data
0.087743,0.58638,0.036006,1.0729,-7.9256,0,0.10898,0.70539,1.8001,0.41362,0.11941,0.2205,0.090334,0.10898,1316.2,0.27731,1.7054,0.10898,0.06054,14.671,0.82893,0.10194,0.048743,0.23621,0.38067,0.2411,9.7733,0.076648,4.2151,0.31108,0.06433,105.83,3.449,2.907,0.095521,1.8001,5.9057,0.49116,0.053064,0.05342,0.12564,0.056631,102.16,87.49,1.2127,0.92646,15.493,0.048309,0.026837,0.90426,0.49423,0.28994,0.88049,1.0455,590.79,0.053064,0.21213,0.94124,0.18745,24.879,4.1719,100.21,3.6422,3.8319,0
-0.12568,0.85005,-0.44328,0.33974,-162.11,-0.1649,-0.14539,0.14742,0.90025,0.12531,-0.14539,-0.21656,-0.052569,-0.14539,-5149.5,-0.070881,1.1764,-0.14539,-0.12685,27.929,1.0011,-0.11246,-0.10966,-0.16382,0.12531,-0.047696,-0.88334,-0.57426,4.6651,0.73068,-0.12685,192.47,1.8964,-0.1323,-0.11246,1.196,0.78567,0.304,-0.098121,0.024686,-1.0228,-0.098121,67.359,39.43,-1.4331,0.20911,25.144,-0.1976,-0.1724,0.26833,0.67137,0.52733,0.16234,0.39383,-20499,-0.1108,-1.003,1.1108,1.4259,13.069,9.257,213.8,1.7072,1.4848,0
0.035808,1.2577,-0.10531,0.76558,-53.195,-0.42005,0.033559,-0.20492,1.2595,-0.25774,0.11279,0.074698,0.095553,0.033559,3814.6,0.095685,0.79508,0.033559,0.026645,14.791,?,0.10733,0.028431,0.033559,-0.31434,0.097474,1.3545,-0.16053,5.4907,0.973,0.085994,141.41,2.5811,0.92197,0.09988,1.2595,0.36632,0.54185,0.079303,0.076642,0.21598,0.085214,89.697,74.906,0.70159,0.65198,16.065,0.020537,0.016306,0.27346,0.44926,0.38743,-0.39286,0.82592,-32597,0.079303,-0.13893,0.97365,-3.1023,24.677,4.8728,130.2,2.8035,1.9198,0
0.013868,0.82618,-0.10317,0.8198,-109.27,-0.207,0.024751,0.21039,1.0181,0.17382,0.057486,0.04323,0.081467,0.024751,3635.6,0.1004,1.2104,0.024751,0.02431,63.322,1.0131,0.056672,0.013621,0.033242,-0.1018,0.087223,1.7312,-0.19443,4.5999,0.80775,0.0521,209.71,1.7405,1.2061,0.02164,1.0181,1.2474,0.4085,0.021255,0.015343,0.23975,0.055662,165.12,101.8,0.078515,0.51129,64.697,-0.0015221,-0.001495,0.56811,0.57254,0.57455,0.32757,0.76983,-4106.4,0.021255,0.079785,0.97675,1.3501,5.7642,3.5856,205.25,1.7783,1.9187,0
0.13321,0.062164,0.50695,13.046,174.41,-0.25427,0.13321,15.087,1.4024,0.93784,0.1382,3.1653,0.12298,0.13321,131.56,2.7744,16.087,0.13321,0.094987,19.406,1.0077,0,0.094987,0.33059,0.72783,2.7744,0,1.1241,4.4199,-0.15607,0.20633,16.531,22.08,14.948,0.011869,1.4024,197.29,0.94024,0.0084634,6.7068,0.052782,0,69.433,50.027,1.7866,11.274,29.288,-0.039258,-0.027993,8.832,0.042084,0.045289,2.0796,2.0849,13331,0.33741,0.14204,0.6705,0.0025643,18.809,7.296,10.953,33.324,3.1098,0
0.51043,1.3478,0.72062,4.3093,111.14,-1.0636,0.55404,-0.25803,0.32326,-0.34776,0.74978,2.5443,1.8307,0.55404,831.27,0.43909,0.74197,0.55404,1.7139,590.78,0.3508,0.67068,1.579,0.01582,-0.55322,0.40673,3.4264,11.694,2.3863,3.9041,1.7139,139.64,2.6138,0.42232,-0.24593,0.32326,0.3674,0.78224,-0.76079,0.54682,0.063416,2.0748,925.11,334.33,0.97557,1.9065,335.52,0.63294,1.958,0.69625,0.21776,0.38258,-5.6433,12.694,175.37,-0.76079,-1.4678,0.57995,-3.2494,0.61783,1.0917,245.88,1.4845,5.2456,0
0.053067,0.32049,0.30844,1.9624,44.579,-0.026457,0.056927,2.1202,1.4275,0.67951,0.056931,0.17762,0.062357,0.056927,1314.1,0.27775,3.1202,0.056927,0.039877,22.708,0.9949,0.05692,0.037174,0.092038,0.60737,0.26571,12715,0.83123,3.463,-0.014232,0.039881,65.296,5.59,5.59,-0.36398,1.4275,?,0.67951,-0.25497,1.0689,0.12002,0.039873,73.219,50.511,0.59752,1.6853,18.094,0.024829,0.017393,1.9624,0.32049,0.17889,1.8312,1.8312,895.7,-0.25497,0.078095,0.96927,0,16.074,7.2261,81.944,4.4543,3.8471,0
-0.12696,0.82633,-0.11801,0.79274,-49.185,0,-0.12696,0.21017,1.1961,0.17367,-0.12675,-0.22298,-0.069662,-0.12696,-3619.7,-0.10084,1.2102,-0.12696,-0.10614,26.625,0.6395,-0.12758,-0.10614,-0.25494,0.13992,-0.10084,-608.02,-0.2151,3.4105,0.4847,-0.10597,132.67,2.7511,1.8957,-0.37034,1.1961,?,0.17367,-0.30961,0.43794,-0.32814,-0.10666,61.646,35.021,-1.4551,0.63951,20.33,-0.17122,-0.14314,0.54625,0.56939,0.36348,0.31656,0.31656,-303.7,-0.30961,-0.73105,1.0877,0,13.709,10.422,173.75,2.1007,2.1803,0
0.0053166,0.41419,0.3524,2.3031,21.339,0,0.0073966,1.4143,0.9243,0.58581,0.013842,0.027352,0.052258,0.0073966,3129.9,0.11662,2.4143,0.0073966,0.0080024,113.59,0.87744,0.0084117,0.0057521,0.039946,0.46484,0.1116,0.0080024,0.9343,3.9731,0.29013,0.013416,87.097,4.1907,2.7361,-0.20897,0.9243,?,0.58581,-0.22609,0.54,0.27995,0.0091006,188.28,74.691,0.018483,1.2394,92.645,-0.032494,-0.035155,1.5037,0.27042,0.23862,1.5531,1.5531,3312.3,-0.22609,0.0090757,0.99356,0,3.2133,4.8868,106.79,3.418,2.4505,0
0.17128,0.38263,0.25981,1.8662,-1.038,-0.17806,0.17128,1.6135,8.0607,0.61737,0.17128,0.57107,0.026646,0.17128,650.23,0.56134,2.6135,0.17128,0.021249,11.845,1.1557,0.17123,0.021249,0.22428,0.52366,0.56134,?,0.59012,1.9824,0.018699,0.021249,13.698,26.647,20.888,0.068568,8.0607,3.6054,0.70007,0.0085064,0.8437,0.059396,0.021242,13.887,2.0425,0.65479,0.9941,11.946,0.12772,0.015845,1.4629,0.29993,0.037528,1.4023,1.5901,24.951,0.0085064,0.27743,0.97902,0.13395,30.816,178.7,13.581,26.876,18.309,0
0.074432,0.14806,-0.00023193,0.99791,-73.199,0.095251,0.094048,5.754,0.39233,0.85194,0.098306,0.84562,0.27846,0.094048,494.67,0.73787,6.754,0.094048,0.23972,57.093,0.84838,0.098211,0.18972,0.3122,0.84501,0.60538,23.065,-0.00026089,3.9788,0.35967,0.24883,126.54,2.8844,2.1667,0.071528,0.39233,1.5752,0.88344,0.18232,0.067333,0.043517,0.25033,96.288,39.194,1.2129,0.44613,69.823,0.08301,0.21158,0.7496,0.11122,0.34669,0.9583,0.99373,-2.209,0.18232,0.087368,0.77567,0.036973,6.393,9.3126,103.47,3.5276,0.44131,0
0.014539,0.80177,-0.09041,0.80752,-64.939,-1.7374,0.014539,0.24724,0.96084,0.19823,0.066686,0.030953,0.13216,0.014539,2304.5,0.15838,1.2472,0.014539,0.015132,18.016,1.875,0.066602,0.015132,-0.36258,-1.7229,0.15838,1.2772,-0.14566,3.9542,0.83312,0.015604,195.42,1.8678,1.0942,0.083518,0.96084,1.0206,0.5234,0.086922,0.0029956,0.14926,0.069316,143.55,125.54,0.30656,0.70655,19.731,-0.045846,-0.047715,0.47309,0.46972,0.5354,0.31937,0.84326,-813.64,0.086922,0.073345,0.98495,1.6404,20.26,2.9075,178.43,2.0456,1.548,0
0.13543,0.63566,0.033722,1.0653,1.5129,0,0.13543,0.57317,1.7586,0.36434,0.14977,0.26211,0.10424,0.13543,1265.6,0.2884,1.5732,0.13543,0.077009,4.0108,0.81078,0.14753,0.077009,0.17628,0.13563,0.2884,10.287,0.075007,4.2988,0.34511,0.08415,116.9,3.1223,2.5379,0.14536,1.7586,5.0471,0.46957,0.082656,0.070758,0.10842,0.083892,106.65,102.64,7.0082,1.0279,4.3722,0.09964,0.056658,0.86589,0.51669,0.32028,0.81039,1.0444,670.92,0.082656,0.37171,0.92329,0.28881,91.004,3.5561,107.24,3.4036,3.9116,0
0.027322,0.10335,0.37443,4.6229,176.84,0.22739,0.034749,8.4445,1.0353,0.87275,0.034749,0.33622,0.12809,0.034749,427.51,0.85378,9.6757,0.034749,0.050444,38.264,0.90804,0.022649,0.039663,0.28365,0.87275,0.78192,0.34039,0.71701,6.02,-0.24768,0.050444,56.694,6.4381,0.21914,0.022649,0.70897,?,0.87275,0.032879,2.6667,0.044627,0.032879,107.12,68.861,0.37835,3.9242,39.614,-0.030842,-0.044772,4.6229,0.10335,0.15533,1.6712,1.6712,3.921e+005,0.03408,0.031306,0.96592,0,9.5391,5.3005,54.762,6.6652,1.3191,0
0.081444,0.48931,-0.095801,0.55756,-82.435,0,0.10104,1.0437,0.72196,0.51069,0.11864,0.46665,0.35595,0.10104,694.98,0.52519,2.0437,0.10104,0.13996,3.5044,1.2614,0.11647,0.11281,0.3266,0.50107,0.48514,6.6172,-0.10896,4.3536,0.64747,0.1636,129.3,2.8229,1.2492,0.11071,0.72196,0.43236,0.7739,0.15335,0.10801,0.059875,0.16132,49.214,45.71,11.75,0.52555,4.1392,-0.03947,-0.054671,0.24674,0.21653,0.35424,0.58082,0.88016,-2162.3,0.15335,0.15948,0.86156,0.51538,104.15,7.9852,109.47,3.3342,0.82109,0
0.014969,0.87724,-0.075403,0.82508,-56.379,0.00021595,0.019292,0.13994,1.1665,0.12276,0.069811,0.044752,0.051557,0.019292,5324.1,0.068556,1.1399,0.019292,0.016538,27.883,0.9653,0.067107,0.012833,0.038901,0.1073,0.063629,1.3284,-0.11703,4.288,0.73409,0.058794,143.53,2.543,1.2497,0.07022,1.1665,0.60534,0.56312,0.060198,0.050395,0.27086,0.05753,104.5,76.614,0.16799,0.61837,29.669,0.026259,0.022511,0.40545,0.43108,0.39323,0.19052,0.87397,-1463.4,0.060198,0.12194,0.98357,3.5872,13.09,4.7641,134.89,2.7059,1.8104,0
0.0098095,0.067319,-0.011075,0.81283,-9.9028,-0.057086,0.0098095,13.855,0.46652,0.93268,0.010115,0.16579,0.07137,0.0098095,737.97,0.4946,14.855,0.0098095,0.021027,0,0.90218,0.010113,0.021027,-0.0829,-0.047277,0.4946,33.121,-0.011634,2.8476,0.10394,0.021681,47.314,7.7143,6.7805,0.010068,0.46652,?,0.93268,0.021581,0.33229,0.066785,0.021678,22.246,22.246,?,0.81283,0,-0.013373,-0.028665,0.71443,0.05917,0.12963,0.9798,0.9798,-7.798,0.021581,0.010518,0.97898,0,?,16.408,46.293,7.8845,0.49009,0
0.056563,0.50485,0.026716,1.0902,-6.9391,0.089613,0.070878,0.79597,0.98906,0.40185,0.070878,0.23943,0.10565,0.070878,1594.5,0.22891,1.9808,0.070878,0.064799,15.627,1.1374,0.081151,0.051711,0.11451,0.40185,0.20055,0.73379,0.039448,4.3366,0.45163,0.064799,97.702,3.7358,0.16074,0.081151,1.2042,1.3213,0.61067,0.074191,0.037791,0.1319,0.074191,103.96,88.338,1.2078,0.93206,15.456,0.036466,0.033338,0.63929,0.29603,0.26768,0.59335,0.90169,579.96,-0.011061,0.14076,1.0111,0.51966,23.357,4.1319,98.783,3.695,1.6151,0
0.001658,0.99635,-0.21476,0.78407,-244.63,-0.11523,0.0056003,0.0036608,1.2347,0.0036474,0.16681,0.0056308,0.033679,0.0056003,8745.8,0.041734,1.0037,0.0056003,0.004536,179.15,0.9192,0.043515,0.0013429,-0.10542,-0.0070764,0.037777,0.26994,-0.9754,3.9239,0.79727,0.004536,291.2,1.2534,1.2512,-0.011989,1.2347,?,0.0036474,-0.0097103,0.013967,0.41777,0.035245,226.43,47.279,0.002736,0.17476,177.43,0.0075339,0.006102,0.78268,0.99458,0.79781,0.016566,0.016566,-1802.3,-0.0097103,0.45458,0.99609,0,2.0374,7.7202,294.03,1.2414,5.6077,0
-0.28985,1.4816,-0.55079,0.62727,-50.893,-0.35227,-0.28985,-0.32505,4.5505,-0.48158,-0.2503,-0.19615,-0.054073,-0.28985,-2197.8,-0.16608,0.67495,-0.28985,-0.063696,8.4662,0.66199,-0.25031,-0.063696,-0.32693,-0.59561,-0.16608,-6.3284,-7.5371,2.642,0.30681,-0.05766,112.81,3.2354,3.227,-0.23053,4.5505,?,-0.48158,-0.050661,0.066879,-0.23914,-0.055006,66.423,57.956,-2.7461,0.55584,8.058,-0.2941,-0.06463,0.62563,1.4777,0.30908,-6.5901,-6.5901,-241.52,-0.050661,0.60187,1.0631,0,43.113,6.2978,118.53,3.0794,62.27,0
0.068835,0.26884,0.11811,1.5593,26.573,0,0.085866,2.7197,1.0805,0.73116,0.088718,0.40661,0.17771,0.085866,511.03,0.71424,3.7197,0.085866,0.079469,15.672,0.81291,0.086023,0.063706,0.16893,0.086933,0.65089,30.162,0.17609,4.3245,0.11274,0.081409,73.623,4.9577,3.8943,0.033554,1.0805,14.725,0.75037,0.031055,0.70696,0.046632,0.079614,60.802,45.13,1.4838,1.3396,16.174,-0.020126,-0.018626,1.2248,0.21118,0.20171,1.0901,1.1188,2493.5,0.031055,0.094145,0.92467,0.026276,23.291,8.0877,71.336,5.1166,1.611,0
0.0049882,0.76294,-0.0073538,0.97006,-70.095,0,0.0049882,0.31071,0.54384,0.23706,0.0058535,0.02031,0.012965,0.0049882,39493,0.0092421,1.3107,0.0049882,0.0091722,67.685,0.73199,0.0053893,0.0091722,0.1815,0.23391,0.0092421,6.2286,-0.0096539,4.2424,1.374,0.010638,160.34,2.2764,0.73283,-0.015264,0.54384,?,0.23706,-0.028067,0.064995,3.4126,0.0099096,149.19,81.504,0.049462,0.55944,65.837,0.0033263,0.0061163,0.31228,0.24561,0.43928,0.3112,0.3112,-128.49,-0.028067,0.021043,0.99119,0,5.3926,4.4783,164.84,2.2143,0.71394,0
0.10378,0.95953,0.018868,1.0197,0.98319,-0.47709,0.10378,0.042174,9.0704,0.040467,0.10504,0.10816,1.0003,0.10378,38.602,9.4555,1.0422,0.10378,0.011442,0,1.4705,0,0.011442,0.1097,-0.37331,9.4555,0,0.87356,2.1614,0.072644,0.022883,?,0,0,2.0689e-005,9.0704,?,0.040467,2.2809e-006,0.35849,0.0035661,0,25.529,25.529,?,1.0197,?,-8.9691,-0.98883,1.0197,0.95953,?,1.8736,1.8736,2.736,1,2.5646,0.00055274,0,?,14.297,38.612,9.4529,419.95,0
0,0.28438,0.42304,3.172,42.992,0.019975,0.019975,2.5164,1.1271,0.71562,0.024569,0.10256,0.091752,0.019975,1003.8,0.36363,3.5164,0.019975,0.017723,108.08,0.53419,0,0,0.12501,0.68425,0.29339,0,1.1069,3.8111,0.22355,0.039455,87.491,4.1719,2.8573,0.0061932,1.1271,?,0.71562,0.005495,0.17791,0.11361,0,188.86,80.774,0,1.4585,149.91,-0.083435,-0.074028,2.1725,0.19477,0.2397,1.8724,1.8724,2738,0.27905,0,0.72777,0,3.3771,4.5188,63.077,5.7866,2.9489,0
0.13265,0.30409,0.24366,1.9264,67.354,0,0.13265,2.2885,1.3419,0.69591,0.13543,0.50437,0.13194,0.13265,626.88,0.58225,3.2885,0.13265,0.098853,23.684,0.8725,0,0.098853,0.42688,0.69485,0.58225,0,0.4939,5.2743,0.19301,0.22076,109.48,3.3339,2.8835,0.019781,1.3419,47.59,0.70473,0.014741,0.17463,0.22828,0,125.32,101.64,1.5235,1.5954,36.245,-0.044404,-0.03309,1.6662,0.263,0.29995,1.4106,1.4285,45826,0.34657,0.19062,0.65604,0.012669,15.411,3.5912,71.538,5.1022,2.72,0
0.085026,0.40415,0.15581,1.4147,35.992,0,0.085026,1.4743,1.1065,0.59585,0.093282,0.22633,0.20777,0.085026,641.65,0.56885,2.4743,0.085026,0.076841,35.404,1.2204,0,0.076841,0.16896,0.59355,0.56885,0,0.33255,4.3373,0.24099,0.17372,218.58,1.6698,1.5522,0.0036436,1.1065,?,0.59585,0.0032928,0.36666,0.092989,0,129.88,94.475,0.79221,1.129,62.449,-0.14488,-0.13093,1.315,0.37567,0.59886,1.2718,1.2718,3387.7,0.43308,0.1427,0.57457,0,10.31,3.8634,123.92,2.9454,2.3617,0
-0.0027643,0.74789,0.20103,1.815,52.924,-0.24601,0.0017937,0.3371,0.97663,0.25211,0.059917,0.0072722,0.12398,0.0017937,2254.6,0.16189,1.3371,0.0017937,0.0018366,30.795,?,0.0545,-0.0028304,0.0017937,-0.24871,0.1558,0.93767,0.36398,4.5075,0.62318,0.036439,97.644,3.7381,1.2328,0.05463,0.97663,0.75298,0.73723,0.055937,0.56722,0.14345,0.055804,115.03,84.233,-0.033548,1.481,32.62,-0.064784,-0.066335,0.5986,0.24665,0.26752,0.45646,1.3348,6467.6,0.055937,-0.010965,0.99817,1.9242,11.853,4.3332,92.182,3.9595,1.7682,0
0.25412,0.439,0.3591,1.8775,29.866,0.34143,0.25412,1.2779,2.6514,0.561,0.26187,0.62098,0.10811,0.25412,559.03,0.65292,2.2779,0.25412,0.095846,21.472,1.1011,0.26052,0.095846,0.73267,0.50676,0.65292,33.612,1.5501,3.4417,0.15439,0.098406,62.285,5.8602,5.4628,0.25323,2.6514,20.574,0.59077,0.095508,0.089222,0.049939,0.098257,100.75,79.273,1.6293,1.4964,23.739,0.22801,0.085997,1.7502,0.40923,0.17064,2.4216,2.5501,992.94,0.095508,0.45298,0.9045,0.053056,16.999,4.6043,56.336,6.479,11.445,0
0.023841,0.99538,0.26927,1.985,-24.289,-0.4288,0.023841,0.0046393,0.86803,0.0046178,0.030511,0.087216,0.096857,0.023841,4321.3,0.084465,1.0046,0.023841,0.027466,130.14,0.96651,0,0.027466,-0.28316,-0.40496,0.084465,0,0.58874,4.8637,1.0128,0.067317,147.91,2.4678,0.67772,0.086159,0.86803,0.32618,0.7194,0.099258,0.42968,0.55085,0,178.78,48.647,0.077036,0.85289,167.45,-0.060233,-0.069391,0.54515,0.27336,0.40522,0.010097,1.5729,19672,0.22285,5.1629,1.1029,154.79,2.8048,7.5031,114.95,3.1754,1.8979,0
0.217,0.28128,0.78269,6.4137,189.35,0,0.217,2.5551,1.3965,0.71872,0.2302,1.5009,0.20324,0.217,361.75,1.009,3.5551,0.217,0.15539,47.909,0.94827,0.22201,0.15539,0.4457,0.6988,1.009,16.819,10.761,3.5582,0.043542,0.15539,45.409,8.038,4.1314,0.23436,1.3965,?,0.71872,0.16782,1.6862,0.032462,0.15898,178.65,130.74,1.1839,5.1459,57.57,0.1552,0.11114,3.2965,0.14457,0.12441,9.8812,9.8812,2830.2,0.16782,0.30192,0.84715,0,7.6187,2.7918,37.788,9.659,19.199,0
0.012217,0.45778,0.25478,1.6039,12.685,0,0.012217,1.1844,3.3949,0.54222,0.019925,0.028959,0.074316,0.012217,662.29,0.55112,2.1844,0.012217,0.0035987,16.702,1.1197,0,0.0035987,0.013464,0.52507,0.55112,0,0.78792,3.7659,0.12751,0.008357,51.099,7.143,6.5827,0.00014229,3.3949,?,0.54222,4.1913e-005,0.063118,0.063561,0,69.887,53.185,0.078646,1.2357,18.816,-0.24008,-0.070717,1.4781,0.42187,0.14,1.6769,1.6769,1486.2,0.11236,0.022532,0.8901,0,21.854,6.8628,45.357,8.0472,10.499,0
0.24177,0.12123,0.70662,7.9153,175.01,0,0.24177,7.2486,1.4437,0.87877,0.24177,2.3661,0.20753,0.24177,147.69,2.4714,8.2486,0.24177,0.16747,15.15,0.89141,0.23346,0.16747,0.46738,0.87807,2.4714,?,3.689,3.4604,-0.21233,0.16747,26.979,13.529,11.403,0.061309,1.4437,?,0.87877,0.042466,4.2136,0.013872,0.16171,95.629,80.479,4.0347,7.3288,15.822,0.17561,0.12164,6.6714,0.10218,0.073916,4.5877,4.5877,2040,0.042466,0.27513,0.85139,0,24.092,4.5354,25.834,14.129,7.5371,0
0.25512,0.19561,0.51015,3.6233,142.6,0,0.31212,4.1122,1.3939,0.80439,0.31313,1.605,0.23393,0.31212,218.97,1.6669,5.1122,0.31212,0.22393,19.95,1.0336,0.30829,0.18303,0.77521,0.80015,1.3755,305.19,1.727,4.0717,0.088705,0.22394,65.073,5.6091,5.5763,0.30306,1.3939,?,0.80439,0.21743,0.40813,0.020235,0.22118,163.73,143.78,3.3487,3.2315,25.493,0.29434,0.21117,3.6021,0.19447,0.17828,2.7232,2.7232,6016.8,0.21743,0.31715,0.77777,0,18.296,2.5386,50.924,7.1675,4.7187,0
-0.048581,0.81734,0.29523,2.3578,3064.2,0,-0.029765,0.22348,0.036565,0.18266,0.11292,-0.13689,-0.46134,-0.029765,-17685,-0.020639,1.2235,-0.029765,-0.81401,0,0.051151,-0.003214,-1.3286,0.21628,0.16705,-0.04366,-0.022525,0.6058,3.5058,19.262,-0.38106,1883.4,0.1938,0.051555,-0.0055733,0.036565,0.85568,0.78179,-0.15242,0.73278,2.8141,-0.087898,3527,3527,?,2.3578,0,-0.01611,-0.44057,0.62723,0.21744,5.1601,0.37481,1.6042,946.12,-0.15242,-0.26597,1.192,3.2801,?,0.10349,2170.5,0.16816,0.075031,0
0.17355,0.20477,0.74831,5.7125,109.08,0,0.21846,3.8835,1.5823,0.79523,0.21869,1.3758,0.15347,0.21846,307.77,1.186,4.8835,0.21846,0.13806,73.19,0.86674,0.19254,0.10968,0.68749,0.77406,0.96661,852.14,8.0553,4.2763,-0.058775,0.13821,41.708,8.7514,6.7864,0.19268,1.5823,?,0.79523,0.12177,1.9845,0.031466,0.12168,136.56,63.365,0.54697,3.7144,83.338,0.16816,0.10627,4.4299,0.15879,0.11427,8.5603,8.5603,14138,0.12177,0.21824,0.86993,0,4.987,5.7603,36.629,9.9648,17.033,0
0.11842,0.32952,0.31035,2.0687,22.246,0,0.11842,2.0347,1.7682,0.67048,0.12308,0.40776,0.087188,0.11842,780.14,0.46786,3.0347,0.11842,0.066968,39.169,?,0.10086,0.066968,0.11842,0.11842,0.46786,21.621,0.77735,3.5866,0.11152,0.068623,63.644,5.735,5.0543,0.10277,1.7682,10.508,0.7096,0.05812,0.52411,0.080404,0.057037,92.59,53.421,0.62404,1.4153,41.586,0.065102,0.036817,1.8231,0.2904,0.17437,1.6794,1.7774,1197.9,0.05812,0.17661,0.93421,0.058335,9.3186,6.8325,59.945,6.0889,4.429,0
0.086557,0.17467,0.23899,2.3682,46.568,0.23432,0.10366,4.6618,1.0894,0.81429,0.10366,0.59344,0.081539,0.10366,569.76,0.64062,5.725,0.10366,0.075534,15.513,1.1646,0.096178,0.063072,0.28095,0.81429,0.54271,0.76346,0.4076,6.0798,0.1241,0.075534,50.609,7.2121,0.55062,0.096178,1.3969,?,0.81429,0.070083,0.13246,0.054997,0.070083,103.87,88.355,1.484,2.0343,16.9,0.087938,0.064079,2.3682,0.17467,0.13865,1.3888,1.3888,2.8717e+005,0.082031,0.1063,0.91797,0,23.528,4.1311,46.458,7.8566,2.3405,0
0.064583,0.46348,0.28711,2.8689,149.79,0,0.064583,1.1576,0.7914,0.53652,0.10638,0.4204,0.10153,0.064583,2105.3,0.17337,2.1576,0.064583,0.081607,3.891,0.73632,0.1056,0.081607,0.19987,0.42385,0.17337,2.5265,0.51337,4.5502,0.25564,0.12342,82.367,4.4314,1.4688,0.11063,0.7914,1.3952,0.84638,0.1398,1.7129,0.12729,0.13343,81.906,78.015,7.6552,2.814,4.5234,0.08983,0.11351,0.95093,0.15362,0.22566,0.95933,1.5134,10193,0.1398,0.12037,0.91952,0.57752,93.806,4.6786,70.852,5.1516,1.4151,0
0.19224,0.11434,0.43599,4.8132,168.74,0.00032381,0.19224,7.746,1.1458,0.88566,0.19319,1.6814,0.23669,0.19224,153.89,2.3718,8.746,0.19224,0.16778,6.3618,0.81333,0.18639,0.16778,0.34907,0.88424,2.3718,196.45,0.96958,3.7093,-0.10684,0.16779,43.273,8.4349,8.4349,0.18133,1.1458,?,0.88566,0.15827,2.0793,0.014364,0.16268,99.581,93.219,9.6264,4.6385,7.558,0.10745,0.093777,4.8132,0.11434,0.11855,1.9696,1.9696,2232.4,0.15827,0.21706,0.83397,0,57.373,3.9155,36.424,10.021,2.548,0
0.028769,0.45575,0.21889,1.4803,-65.26,-0.030767,0.028769,0.9035,1.052,0.41177,0.028769,0.063124,0.052765,0.028769,3196.6,0.11418,2.1942,0.028769,0.02917,139.9,1.0536,0.03391,0.02917,-0.022637,0.41177,0.11418,0.3617,0.67276,4.4813,0.46124,0.02917,177.44,2.0571,0.074406,0.03391,1.1427,?,0.41177,0.034383,0.016364,0.26204,0.034383,246.92,107.02,0.076105,0.65085,147.17,0.01064,0.010789,1.4803,0.45575,0.48612,1.2656,1.2656,6630.8,0.049407,0.069867,0.95059,0,2.609,3.4107,168.67,2.164,3.0312,0
0.037378,0.67259,0.16835,1.5554,0.53614,0.10703,0.047303,0.48625,1.0472,0.32705,0.047303,0.15605,0.073389,0.047303,2177.8,0.1676,1.4868,0.047303,0.030795,34.337,1.1596,0.070098,0.024334,0.14047,0.32705,0.15285,0.47791,0.31852,4.1094,0.42503,0.030795,75.431,4.8389,0.10422,0.070098,1.5536,0.88497,0.69652,0.045635,0.13684,0.16316,0.045635,102.18,67.839,0.25867,1.0787,35.958,0.0046722,0.0030417,0.70098,0.30312,0.20666,0.61879,1.3178,2165.9,0.045099,0.11429,0.9549,1.1297,10.63,5.3804,72.029,5.0674,2.9063,0
0.063583,0.71746,0.14902,1.2918,-33.379,-0.025552,0.079938,0.39381,1.3342,0.28254,0.089214,0.15652,0.090314,0.079938,2173.2,0.16795,1.3938,0.079938,0.059914,55.286,1.8222,0.083001,0.047656,0.13324,0.038031,0.14516,8.9479,0.43795,4.7364,0.49372,0.066867,148.15,2.4637,1.7538,0.07597,1.3342,2.4156,0.472,0.05694,0.23214,0.19355,0.06221,148.05,92.765,0.31463,0.89608,58.624,0.042441,0.03181,0.91955,0.51072,0.4059,0.83038,1.3872,8120.7,0.05694,0.22504,0.94137,0.67053,6.6021,3.9347,139.72,2.6124,3.9212,0
